2026-03-14 18:23:30  INFO  === Security Monitor Started ===
2026-03-14 18:23:30  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-15 02:07:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:07:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:08:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:09:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:10:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:11:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:12:57  INFO  [DEBUG] PowerShell output: '1633713'
